text,label,clean_text_cased,clean_text_lower,label_numeric
"Particular attention is being paid to energy efficiency in the construction of the building , as it is designed to meet the requirements of energy class B , and LEED certification will be applied for .",neutral,"Particular attention is being paid to energy efficiency in the construction of the building , as it is designed to meet the requirements of energy class B , and LEED certification will be applied for .","particular attention is being paid to energy efficiency in the construction of the building , as it is designed to meet the requirements of energy class b , and leed certification will be applied for .",0.0
Today the orange scissors are the iconic symbol of the excellent ergonomic design and superior quality associated with every product from Fiskars .,neutral,Today the orange scissors are the iconic symbol of the excellent ergonomic design and superior quality associated with every product from Fiskars .,today the orange scissors are the iconic symbol of the excellent ergonomic design and superior quality associated with every product from fiskars .,0.0
"At the close , the OMX Helsinki 25 was 0.01 pct lower at 3,067.64 points and the OMX Helsinki was down 0.05 pct at 10,321.46 points on over 1.343 bln eur of turnover .",neutral,"At the close , the OMX Helsinki 25 was 0.01 pct lower at 3,067.64 points and the OMX Helsinki was down 0.05 pct at 10,321.46 points on over 1.343 bln eur of turnover .","at the close , the omx helsinki 25 was 0.01 pct lower at 3,067.64 points and the omx helsinki was down 0.05 pct at 10,321.46 points on over 1.343 bln eur of turnover .",0.0
"Tallink claims the watertight doors of both Vana Tallinn and Regina Baltica , including their electrical systems , are fully in working order .",positive,"Tallink claims the watertight doors of both Vana Tallinn and Regina Baltica , including their electrical systems , are fully in working order .","tallink claims the watertight doors of both vana tallinn and regina baltica , including their electrical systems , are fully in working order .",1.0
This resulted in improved sales figures in Sweden .,positive,This resulted in improved sales figures in Sweden .,this resulted in improved sales figures in sweden .,1.0
The arrangements do not apply to the group 's units outside Finland .,neutral,The arrangements do not apply to the group 's units outside Finland .,the arrangements do not apply to the group 's units outside finland .,0.0
Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .,neutral,Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .,operating profit was eur 1.6 mn in 2005 compared to eur 5.9 mn in 2004 .,0.0
RBI surprises Street; Sensex pares gains after hitting mount 30k,negative,RBI surprises Street Sensex pares gains after hitting mount 30k,rbi surprises street sensex pares gains after hitting mount 30k,-1.0
"( ADP News ) - Sep 30 , 2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million ( EUR 1.3 m ) order to deliver its StoneGate network security products to an unnamed Russian te",positive,"ADP News - Sep 30 , 2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million EUR 1.3 m order to deliver its StoneGate network security products to an unnamed Russian te","adp news - sep 30 , 2008 - finnish security and privacy software solutions developer stonesoft oyj said today that it won a usd 1.9 million eur 1.3 m order to deliver its stonegate network security products to an unnamed russian te",1.0
"Tieto 's service is also used to send , process and receive materials related to absentee voting .",neutral,"Tieto 's service is also used to send , process and receive materials related to absentee voting .","tieto 's service is also used to send , process and receive materials related to absentee voting .",0.0
Finland-based Stockmann Group has closed seven franchising sports stores Nike in Russia .,negative,Finland-based Stockmann Group has closed seven franchising sports stores Nike in Russia .,finland-based stockmann group has closed seven franchising sports stores nike in russia .,-1.0
"Whitbread Profit Up As Sales Continue To Rise, Looking For New CEO",positive,"Whitbread Profit Up As Sales Continue To Rise, Looking For New CEO","whitbread profit up as sales continue to rise, looking for new ceo",1.0
Aspocomp has repaid its interest bearing liability to Standard Chartered Bank and will use the rest of the consideration to partially repay its interest bearing liabilities in Finland and to improve its liquidity .,positive,Aspocomp has repaid its interest bearing liability to Standard Chartered Bank and will use the rest of the consideration to partially repay its interest bearing liabilities in Finland and to improve its liquidity .,aspocomp has repaid its interest bearing liability to standard chartered bank and will use the rest of the consideration to partially repay its interest bearing liabilities in finland and to improve its liquidity .,1.0
"Fastenal misses by $0.01, misses on revenue $FAST #NYSE https://t.co/63JHQ7pwMN",negative,"Fastenal misses by 0.01, misses on revenue FAST NYSE","fastenal misses by 0.01, misses on revenue fast nyse",-1.0
Finnish investment group Norvestia Oyj said its net profit fell to 23.5 mln euro $ 30.6 mln in 2006 from 33.5 mln euro $ 43.6 mln in 2005 .,neutral,Finnish investment group Norvestia Oyj said its net profit fell to 23.5 mln euro 30.6 mln in 2006 from 33.5 mln euro 43.6 mln in 2005 .,finnish investment group norvestia oyj said its net profit fell to 23.5 mln euro 30.6 mln in 2006 from 33.5 mln euro 43.6 mln in 2005 .,0.0
"The commission found evidence of several meetings to discuss the cartel , including one in a Brussels restaurant in November 1997 at which the companies discussed price increases .",neutral,"The commission found evidence of several meetings to discuss the cartel , including one in a Brussels restaurant in November 1997 at which the companies discussed price increases .","the commission found evidence of several meetings to discuss the cartel , including one in a brussels restaurant in november 1997 at which the companies discussed price increases .",0.0
"As part of the reorganisation measures that will take place in spring 2006 , Tamglass Finton will start personnel negotiations that will affect its entire staff of 33 .",neutral,"As part of the reorganisation measures that will take place in spring 2006 , Tamglass Finton will start personnel negotiations that will affect its entire staff of 33 .","as part of the reorganisation measures that will take place in spring 2006 , tamglass finton will start personnel negotiations that will affect its entire staff of 33 .",0.0
This corrensponds to 4.628 percent of Okmetic 's share capital and voting rights .,neutral,This corrensponds to 4.628 percent of Okmetic 's share capital and voting rights .,this corrensponds to 4.628 percent of okmetic 's share capital and voting rights .,0.0
"Tim Cockroft brings with him an excellent track record having more than 18 years experience ; moreover , Tim has successfully developed the Capital Markets operations at Kaupthing Singer & Friedlander involving corporate finance and broking with a focus on mid-market companies .",positive,"Tim Cockroft brings with him an excellent track record having more than 18 years experience moreover , Tim has successfully developed the Capital Markets operations at Kaupthing Singer Friedlander involving corporate finance and broking with a focus on mid-market companies .","tim cockroft brings with him an excellent track record having more than 18 years experience moreover , tim has successfully developed the capital markets operations at kaupthing singer friedlander involving corporate finance and broking with a focus on mid-market companies .",1.0
25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m .,neutral,25 November 2010 - Finnish paints and coatings company Tikkurila Oyj HEL TIK1V said today that Finnish state-owned investment company Solidium Oy sold its 14.7 stake in the company for a total of EUR98m .,25 november 2010 - finnish paints and coatings company tikkurila oyj hel tik1v said today that finnish state-owned investment company solidium oy sold its 14.7 stake in the company for a total of eur98m .,0.0
